state_nameA,state_nameB,year,atopally,defense,offense,neutral,nonagg,consul,shareob,transyr,bilatno,multino,number,asymm,stateA,stateB,version,atopids,state_nameA,state_nameB
Argentina,United States of America,2018,1,1,0,0,1,1,,0,0,2,2,0,160,2,5.1,"[3075.0, 3150.0]",Argentina,United States of America
Argentina,Bahamas,2018,1,1,0,0,1,1,,0,0,2,2,0,160,31,5.1,"[3075.0, 3150.0]",Argentina,Bahamas
Argentina,Haiti,2018,1,1,0,0,1,1,,0,0,2,2,0,160,41,5.1,"[3075.0, 3150.0]",Argentina,Haiti
Argentina,Dominican Republic,2018,1,1,0,0,1,1,,0,0,2,2,0,160,42,5.1,"[3075.0, 3150.0]",Argentina,Dominican Republic
Argentina,Jamaica,2018,1,1,0,0,1,1,,0,0,1,1,0,160,51,5.1,[3150.0],Argentina,Jamaica
Argentina,Trinidad and Tobago,2018,1,1,0,0,1,1,,0,0,2,2,0,160,52,5.1,"[3075.0, 3150.0]",Argentina,Trinidad and Tobago
Argentina,Barbados,2018,1,1,0,0,1,1,,0,0,1,1,0,160,53,5.1,[3150.0],Argentina,Barbados
Argentina,Dominica,2018,1,1,0,0,1,1,,0,0,1,1,0,160,54,5.1,[3150.0],Argentina,Dominica
Argentina,Grenada,2018,1,1,0,0,1,1,,0,0,1,1,0,160,55,5.1,[3150.0],Argentina,Grenada
Argentina,St. Lucia,2018,1,1,0,0,1,1,,0,0,1,1,0,160,56,5.1,[3150.0],Argentina,St. Lucia
Argentina,St. Vincent and the Grenadines,2018,1,1,0,0,1,1,,0,0,1,1,0,160,57,5.1,[3150.0],Argentina,St. Vincent and the Grenadines
Argentina,Antigua & Barbuda,2018,1,1,0,0,1,1,,0,0,1,1,0,160,58,5.1,[3150.0],Argentina,Antigua & Barbuda
Argentina,St. Kitts and Nevis,2018,1,1,0,0,1,1,,0,0,1,1,0,160,60,5.1,[3150.0],Argentina,St. Kitts and Nevis
Argentina,Mexico,2018,1,1,0,0,1,1,,0,0,1,1,0,160,70,5.1,[3150.0],Argentina,Mexico
Argentina,Belize,2018,1,1,0,0,1,1,,0,0,1,1,0,160,80,5.1,[3150.0],Argentina,Belize
Argentina,Guatemala,2018,1,1,0,0,1,1,,0,0,2,2,0,160,90,5.1,"[3075.0, 3150.0]",Argentina,Guatemala
Argentina,Honduras,2018,1,1,0,0,1,1,,0,0,2,2,0,160,91,5.1,"[3075.0, 3150.0]",Argentina,Honduras
Argentina,El Salvador,2018,1,1,0,0,1,1,,0,0,2,2,0,160,92,5.1,"[3075.0, 3150.0]",Argentina,El Salvador
Argentina,Nicaragua,2018,1,1,0,0,1,1,,0,0,1,1,0,160,93,5.1,[3150.0],Argentina,Nicaragua
Argentina,Costa Rica,2018,1,1,0,0,1,1,,0,0,2,2,0,160,94,5.1,"[3075.0, 3150.0]",Argentina,Costa Rica
Argentina,Panama,2018,1,1,0,0,1,1,,0,0,2,2,0,160,95,5.1,"[3075.0, 3150.0]",Argentina,Panama
Argentina,Colombia,2018,1,1,0,0,1,1,,0,0,2,2,0,160,100,5.1,"[3075.0, 3150.0]",Argentina,Colombia
Argentina,Venezuela,2018,1,1,0,0,1,1,,0,0,1,1,0,160,101,5.1,[3150.0],Argentina,Venezuela
Argentina,Guyana,2018,1,1,0,0,1,1,,0,0,1,1,0,160,110,5.1,[3150.0],Argentina,Guyana
Argentina,Suriname,2018,1,1,0,0,1,1,,0,0,1,1,0,160,115,5.1,[3150.0],Argentina,Suriname
Argentina,Ecuador,2018,1,1,0,0,1,1,,0,0,1,1,0,160,130,5.1,[3150.0],Argentina,Ecuador
Argentina,Peru,2018,1,1,0,0,1,1,,0,0,2,2,0,160,135,5.1,"[3075.0, 3150.0]",Argentina,Peru
Argentina,Brazil,2018,1,1,0,0,1,1,,0,0,2,2,0,160,140,5.1,"[3075.0, 3150.0]",Argentina,Brazil
Argentina,Bolivia,2018,1,1,0,0,1,1,,0,0,1,1,0,160,145,5.1,[3150.0],Argentina,Bolivia
Argentina,Paraguay,2018,1,1,0,0,1,1,,0,0,2,2,0,160,150,5.1,"[3075.0, 3150.0]",Argentina,Paraguay
Argentina,Chile,2018,1,1,0,0,1,1,,0,1,2,3,0,160,155,5.1,"[3075.0, 3150.0, 3965.0]",Argentina,Chile
Argentina,Uruguay,2018,1,1,0,0,1,1,,0,0,2,2,0,160,165,5.1,"[3075.0, 3150.0]",Argentina,Uruguay
Uruguay,United States of America,2018,1,1,0,0,1,1,,0,0,2,2,0,165,2,5.1,"[3075.0, 3150.0]",Uruguay,United States of America
Uruguay,Bahamas,2018,1,1,0,0,1,1,,0,0,2,2,0,165,31,5.1,"[3075.0, 3150.0]",Uruguay,Bahamas
Uruguay,Haiti,2018,1,1,0,0,1,1,,0,0,2,2,0,165,41,5.1,"[3075.0, 3150.0]",Uruguay,Haiti
Uruguay,Dominican Republic,2018,1,1,0,0,1,1,,0,0,2,2,0,165,42,5.1,"[3075.0, 3150.0]",Uruguay,Dominican Republic
Uruguay,Jamaica,2018,1,1,0,0,1,1,,0,0,1,1,0,165,51,5.1,[3150.0],Uruguay,Jamaica
Uruguay,Trinidad and Tobago,2018,1,1,0,0,1,1,,0,0,2,2,0,165,52,5.1,"[3075.0, 3150.0]",Uruguay,Trinidad and Tobago
Uruguay,Barbados,2018,1,1,0,0,1,1,,0,0,1,1,0,165,53,5.1,[3150.0],Uruguay,Barbados
Uruguay,Dominica,2018,1,1,0,0,1,1,,0,0,1,1,0,165,54,5.1,[3150.0],Uruguay,Dominica
Uruguay,Grenada,2018,1,1,0,0,1,1,,0,0,1,1,0,165,55,5.1,[3150.0],Uruguay,Grenada
Uruguay,St. Lucia,2018,1,1,0,0,1,1,,0,0,1,1,0,165,56,5.1,[3150.0],Uruguay,St. Lucia
Uruguay,St. Vincent and the Grenadines,2018,1,1,0,0,1,1,,0,0,1,1,0,165,57,5.1,[3150.0],Uruguay,St. Vincent and the Grenadines
Uruguay,Antigua & Barbuda,2018,1,1,0,0,1,1,,0,0,1,1,0,165,58,5.1,[3150.0],Uruguay,Antigua & Barbuda
Uruguay,St. Kitts and Nevis,2018,1,1,0,0,1,1,,0,0,1,1,0,165,60,5.1,[3150.0],Uruguay,St. Kitts and Nevis
Uruguay,Mexico,2018,1,1,0,0,1,1,,0,0,1,1,0,165,70,5.1,[3150.0],Uruguay,Mexico
Uruguay,Belize,2018,1,1,0,0,1,1,,0,0,1,1,0,165,80,5.1,[3150.0],Uruguay,Belize
Uruguay,Guatemala,2018,1,1,0,0,1,1,,0,0,2,2,0,165,90,5.1,"[3075.0, 3150.0]",Uruguay,Guatemala
Uruguay,Honduras,2018,1,1,0,0,1,1,,0,0,2,2,0,165,91,5.1,"[3075.0, 3150.0]",Uruguay,Honduras
Uruguay,El Salvador,2018,1,1,0,0,1,1,,0,0,2,2,0,165,92,5.1,"[3075.0, 3150.0]",Uruguay,El Salvador
Uruguay,Nicaragua,2018,1,1,0,0,1,1,,0,0,1,1,0,165,93,5.1,[3150.0],Uruguay,Nicaragua
Uruguay,Costa Rica,2018,1,1,0,0,1,1,,0,0,2,2,0,165,94,5.1,"[3075.0, 3150.0]",Uruguay,Costa Rica
Uruguay,Panama,2018,1,1,0,0,1,1,,0,0,2,2,0,165,95,5.1,"[3075.0, 3150.0]",Uruguay,Panama
Uruguay,Colombia,2018,1,1,0,0,1,1,,0,0,2,2,0,165,100,5.1,"[3075.0, 3150.0]",Uruguay,Colombia
Uruguay,Venezuela,2018,1,1,0,0,1,1,,0,0,1,1,0,165,101,5.1,[3150.0],Uruguay,Venezuela
Uruguay,Guyana,2018,1,1,0,0,1,1,,0,0,1,1,0,165,110,5.1,[3150.0],Uruguay,Guyana
Uruguay,Suriname,2018,1,1,0,0,1,1,,0,0,1,1,0,165,115,5.1,[3150.0],Uruguay,Suriname
Uruguay,Ecuador,2018,1,1,0,0,1,1,,0,0,1,1,0,165,130,5.1,[3150.0],Uruguay,Ecuador
Uruguay,Peru,2018,1,1,0,0,1,1,,0,0,2,2,0,165,135,5.1,"[3075.0, 3150.0]",Uruguay,Peru
Uruguay,Brazil,2018,1,1,0,0,1,1,,0,0,2,2,0,165,140,5.1,"[3075.0, 3150.0]",Uruguay,Brazil
Uruguay,Bolivia,2018,1,1,0,0,1,1,,0,0,1,1,0,165,145,5.1,[3150.0],Uruguay,Bolivia
Uruguay,Paraguay,2018,1,1,0,0,1,1,,0,0,2,2,0,165,150,5.1,"[3075.0, 3150.0]",Uruguay,Paraguay
Uruguay,Chile,2018,1,1,0,0,1,1,,0,0,2,2,0,165,155,5.1,"[3075.0, 3150.0]",Uruguay,Chile
Uruguay,Argentina,2018,1,1,0,0,1,1,,0,0,2,2,0,165,160,5.1,"[3075.0, 3150.0]",Uruguay,Argentina
United Kingdom,United States of America,2018,1,1,0,0,1,1,,0,0,3,3,0,200,2,5.1,"[3180.0, 3740.0, 3755.0]",United Kingdom,United States of America
United Kingdom,Canada,2018,1,1,0,0,1,1,,0,0,3,3,0,200,20,5.1,"[3180.0, 3740.0, 3755.0]",United Kingdom,Canada
United Kingdom,Brazil,2018,1,0,0,0,1,0,,0,0,1,1,0,200,140,5.1,[3755.0],United Kingdom,Brazil
United Kingdom,Chile,2018,1,0,0,0,1,0,,0,0,1,1,0,200,155,5.1,[3755.0],United Kingdom,Chile
United Kingdom,Ireland,2018,1,1,0,0,1,1,,0,0,2,2,0,200,205,5.1,"[3740.0, 4175.0]",United Kingdom,Ireland
United Kingdom,Netherlands,2018,1,1,0,0,1,1,,0,0,3,3,0,200,210,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Netherlands
United Kingdom,Belgium,2018,1,1,0,0,1,1,,0,0,3,3,0,200,211,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Belgium
United Kingdom,Luxembourg,2018,1,1,0,0,1,1,,0,0,3,3,0,200,212,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Luxembourg
United Kingdom,France,2018,1,1,0,0,1,1,,0,0,4,4,0,200,220,5.1,"[3180.0, 3740.0, 3755.0, 4175.0]",United Kingdom,France
United Kingdom,Monaco,2018,1,0,0,0,1,0,,0,0,1,1,0,200,221,5.1,[3740.0],United Kingdom,Monaco
United Kingdom,Liechtenstein,2018,1,0,0,0,1,0,,0,0,1,1,0,200,223,5.1,[3740.0],United Kingdom,Liechtenstein
United Kingdom,Switzerland,2018,1,0,0,0,1,0,,0,0,1,1,0,200,225,5.1,[3740.0],United Kingdom,Switzerland
United Kingdom,Spain,2018,1,1,0,0,1,1,,0,0,3,3,0,200,230,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Spain
United Kingdom,Andorra,2018,1,0,0,0,1,0,,0,0,1,1,0,200,232,5.1,[3740.0],United Kingdom,Andorra
United Kingdom,Portugal,2018,1,1,0,0,1,1,,0,0,3,3,0,200,235,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Portugal
United Kingdom,Germany,2018,1,1,0,0,1,1,,0,0,3,3,0,200,255,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Germany
United Kingdom,Poland,2018,1,1,0,0,1,1,,0,0,3,3,0,200,290,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Poland
United Kingdom,Austria,2018,1,1,0,0,1,1,,0,0,2,2,0,200,305,5.1,"[3740.0, 4175.0]",United Kingdom,Austria
United Kingdom,Hungary,2018,1,1,0,0,1,1,,0,0,3,3,0,200,310,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Hungary
United Kingdom,Czech Republic,2018,1,1,0,0,1,1,,0,0,3,3,0,200,316,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Czech Republic
United Kingdom,Slovakia,2018,1,1,0,0,1,1,,0,0,3,3,0,200,317,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Slovakia
United Kingdom,Italy,2018,1,1,0,0,1,1,,0,0,3,3,0,200,325,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Italy
United Kingdom,San Marino,2018,1,0,0,0,1,0,,0,0,1,1,0,200,331,5.1,[3740.0],United Kingdom,San Marino
United Kingdom,Malta,2018,1,1,0,0,1,1,,0,0,2,2,0,200,338,5.1,"[3740.0, 4175.0]",United Kingdom,Malta
United Kingdom,Albania,2018,1,1,0,0,1,1,,0,0,2,2,0,200,339,5.1,"[3180.0, 3740.0]",United Kingdom,Albania
United Kingdom,Montenegro,2018,1,1,0,0,1,1,,0,0,2,2,0,200,341,5.1,"[3180.0, 3740.0]",United Kingdom,Montenegro
United Kingdom,Macedonia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,343,5.1,[3740.0],United Kingdom,Macedonia
United Kingdom,Croatia,2018,1,1,0,0,1,1,,0,0,3,3,0,200,344,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Croatia
United Kingdom,Yugoslavia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,345,5.1,[3740.0],United Kingdom,Yugoslavia
United Kingdom,Bosnia and Herzegovina,2018,1,0,0,0,1,0,,0,0,1,1,0,200,346,5.1,[3740.0],United Kingdom,Bosnia and Herzegovina
United Kingdom,Slovenia,2018,1,1,0,0,1,1,,0,0,3,3,0,200,349,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Slovenia
United Kingdom,Greece,2018,1,1,0,0,1,1,,0,0,3,3,0,200,350,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Greece
United Kingdom,Cyprus,2018,1,1,0,0,1,1,,0,0,2,2,0,200,352,5.1,"[3740.0, 4175.0]",United Kingdom,Cyprus
United Kingdom,Bulgaria,2018,1,1,0,0,1,1,,0,0,3,3,0,200,355,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Bulgaria
United Kingdom,Moldova,2018,1,0,0,0,1,0,,0,0,1,1,0,200,359,5.1,[3740.0],United Kingdom,Moldova
United Kingdom,Romania,2018,1,1,0,0,1,1,,0,0,3,3,0,200,360,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Romania
United Kingdom,Russia,2018,1,0,0,0,1,0,,0,0,2,2,0,200,365,5.1,"[3740.0, 3755.0]",United Kingdom,Russia
United Kingdom,Estonia,2018,1,1,0,0,1,1,,0,0,3,3,0,200,366,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Estonia
United Kingdom,Latvia,2018,1,1,0,0,1,1,,0,0,3,3,0,200,367,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Latvia
United Kingdom,Lithuania,2018,1,1,0,0,1,1,,0,0,3,3,0,200,368,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Lithuania
United Kingdom,Ukraine,2018,1,0,0,0,1,0,,0,0,1,1,0,200,369,5.1,[3740.0],United Kingdom,Ukraine
United Kingdom,Belarus,2018,1,0,0,0,1,0,,0,0,1,1,0,200,370,5.1,[3740.0],United Kingdom,Belarus
United Kingdom,Armenia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,371,5.1,[3740.0],United Kingdom,Armenia
United Kingdom,Georgia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,372,5.1,[3740.0],United Kingdom,Georgia
United Kingdom,Azerbaijan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,373,5.1,[3740.0],United Kingdom,Azerbaijan
United Kingdom,Finland,2018,1,1,0,0,1,1,,0,0,2,2,0,200,375,5.1,"[3740.0, 4175.0]",United Kingdom,Finland
United Kingdom,Sweden,2018,1,1,0,0,1,1,,0,0,2,2,0,200,380,5.1,"[3740.0, 4175.0]",United Kingdom,Sweden
United Kingdom,Norway,2018,1,1,0,0,1,1,,0,0,3,3,0,200,385,5.1,"[3180.0, 3740.0, 3755.0]",United Kingdom,Norway
United Kingdom,Denmark,2018,1,1,0,0,1,1,,0,0,3,3,0,200,390,5.1,"[3180.0, 3740.0, 4175.0]",United Kingdom,Denmark
United Kingdom,Iceland,2018,1,1,0,0,1,1,,0,0,2,2,0,200,395,5.1,"[3180.0, 3740.0]",United Kingdom,Iceland
United Kingdom,Morocco,2018,1,0,0,0,1,0,,0,0,1,1,0,200,600,5.1,[3755.0],United Kingdom,Morocco
United Kingdom,Turkey,2018,1,1,0,0,1,1,,0,0,3,3,0,200,640,5.1,"[3180.0, 3740.0, 3755.0]",United Kingdom,Turkey
United Kingdom,Egypt,2018,1,0,0,0,1,0,,0,0,1,1,0,200,651,5.1,[3755.0],United Kingdom,Egypt
United Kingdom,Bahrain,2018,1,0,0,0,1,0,,0,1,0,1,0,200,692,5.1,[3677.0],United Kingdom,Bahrain
United Kingdom,Qatar,2018,1,0,0,0,1,0,,0,1,0,1,0,200,694,5.1,[3678.0],United Kingdom,Qatar
United Kingdom,United Arab Emirates,2018,1,0,0,0,1,0,,0,1,0,1,0,200,696,5.1,[3679.0],United Kingdom,United Arab Emirates
United Kingdom,Turkmenistan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,701,5.1,[3740.0],United Kingdom,Turkmenistan
United Kingdom,Tajikistan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,702,5.1,[3740.0],United Kingdom,Tajikistan
United Kingdom,Kyrgyzstan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,703,5.1,[3740.0],United Kingdom,Kyrgyzstan
United Kingdom,Uzbekistan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,704,5.1,[3740.0],United Kingdom,Uzbekistan
United Kingdom,Kazakhstan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,705,5.1,[3740.0],United Kingdom,Kazakhstan
United Kingdom,China,2018,1,0,0,0,1,0,,0,0,1,1,0,200,710,5.1,[3755.0],United Kingdom,China
United Kingdom,Mongolia,2018,1,0,0,0,1,0,,0,0,2,2,0,200,712,5.1,"[3740.0, 3755.0]",United Kingdom,Mongolia
United Kingdom,North Korea,2018,1,0,0,0,1,0,,0,0,1,1,0,200,731,5.1,[3755.0],United Kingdom,North Korea
United Kingdom,South Korea,2018,1,0,0,0,1,0,,0,0,1,1,0,200,732,5.1,[3755.0],United Kingdom,South Korea
United Kingdom,Japan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,740,5.1,[3755.0],United Kingdom,Japan
United Kingdom,India,2018,1,0,0,0,1,0,,0,0,1,1,0,200,750,5.1,[3755.0],United Kingdom,India
United Kingdom,Pakistan,2018,1,0,0,0,1,0,,0,0,1,1,0,200,770,5.1,[3755.0],United Kingdom,Pakistan
United Kingdom,Bangladesh,2018,1,0,0,0,1,0,,0,0,1,1,0,200,771,5.1,[3755.0],United Kingdom,Bangladesh
United Kingdom,Myanmar,2018,1,0,0,0,1,0,,0,0,1,1,0,200,775,5.1,[3755.0],United Kingdom,Myanmar
United Kingdom,Sri Lanka,2018,1,0,0,0,1,0,,0,0,1,1,0,200,780,5.1,[3755.0],United Kingdom,Sri Lanka
United Kingdom,Thailand,2018,1,0,0,0,1,0,,0,0,1,1,0,200,800,5.1,[3755.0],United Kingdom,Thailand
United Kingdom,Cambodia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,811,5.1,[3755.0],United Kingdom,Cambodia
United Kingdom,Laos,2018,1,0,0,0,1,0,,0,0,1,1,0,200,812,5.1,[3755.0],United Kingdom,Laos
United Kingdom,Vietnam,2018,1,0,0,0,1,0,,0,0,1,1,0,200,816,5.1,[3755.0],United Kingdom,Vietnam
United Kingdom,Malaysia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,820,5.1,[3755.0],United Kingdom,Malaysia
United Kingdom,Singapore,2018,1,0,0,0,1,0,,0,0,1,1,0,200,830,5.1,[3755.0],United Kingdom,Singapore
United Kingdom,Brunei,2018,1,0,0,0,1,0,,0,1,1,2,0,200,835,5.1,"[3755.0, 3841.0]",United Kingdom,Brunei
United Kingdom,Philippines,2018,1,0,0,0,1,0,,0,0,1,1,0,200,840,5.1,[3755.0],United Kingdom,Philippines
United Kingdom,Indonesia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,850,5.1,[3755.0],United Kingdom,Indonesia
United Kingdom,East Timor,2018,1,0,0,0,1,0,,0,0,1,1,0,200,860,5.1,[3755.0],United Kingdom,East Timor
United Kingdom,Australia,2018,1,0,0,0,1,0,,0,0,1,1,0,200,900,5.1,[3755.0],United Kingdom,Australia
United Kingdom,Papua New Guinea,2018,1,0,0,0,1,0,,0,0,1,1,0,200,910,5.1,[3755.0],United Kingdom,Papua New Guinea
United Kingdom,New Zealand,2018,1,0,0,0,1,0,,0,0,1,1,0,200,920,5.1,[3755.0],United Kingdom,New Zealand
Ireland,United States of America,2018,1,0,0,0,1,0,,0,0,1,1,0,205,2,5.1,[3740.0],Ireland,United States of America
Ireland,Canada,2018,1,0,0,0,1,0,,0,0,1,1,0,205,20,5.1,[3740.0],Ireland,Canada
Ireland,United Kingdom,2018,1,1,0,0,1,1,,0,0,2,2,0,205,200,5.1,"[3740.0, 4175.0]",Ireland,United Kingdom
Ireland,Netherlands,2018,1,1,0,0,1,1,,0,0,2,2,0,205,210,5.1,"[3740.0, 4175.0]",Ireland,Netherlands
Ireland,Belgium,2018,1,1,0,0,1,1,,0,0,2,2,0,205,211,5.1,"[3740.0, 4175.0]",Ireland,Belgium
Ireland,Luxembourg,2018,1,1,0,0,1,1,,0,0,2,2,0,205,212,5.1,"[3740.0, 4175.0]",Ireland,Luxembourg
Ireland,France,2018,1,1,0,0,1,1,,0,0,2,2,0,205,220,5.1,"[3740.0, 4175.0]",Ireland,France
Ireland,Monaco,2018,1,0,0,0,1,0,,0,0,1,1,0,205,221,5.1,[3740.0],Ireland,Monaco
Ireland,Liechtenstein,2018,1,0,0,0,1,0,,0,0,1,1,0,205,223,5.1,[3740.0],Ireland,Liechtenstein
Ireland,Switzerland,2018,1,0,0,0,1,0,,0,0,1,1,0,205,225,5.1,[3740.0],Ireland,Switzerland
Ireland,Spain,2018,1,1,0,0,1,1,,0,0,2,2,0,205,230,5.1,"[3740.0, 4175.0]",Ireland,Spain
Ireland,Andorra,2018,1,0,0,0,1,0,,0,0,1,1,0,205,232,5.1,[3740.0],Ireland,Andorra
Ireland,Portugal,2018,1,1,0,0,1,1,,0,0,2,2,0,205,235,5.1,"[3740.0, 4175.0]",Ireland,Portugal
Ireland,Germany,2018,1,1,0,0,1,1,,0,0,2,2,0,205,255,5.1,"[3740.0, 4175.0]",Ireland,Germany
Ireland,Poland,2018,1,1,0,0,1,1,,0,0,2,2,0,205,290,5.1,"[3740.0, 4175.0]",Ireland,Poland
Ireland,Austria,2018,1,1,0,0,1,1,,0,0,2,2,0,205,305,5.1,"[3740.0, 4175.0]",Ireland,Austria
Ireland,Hungary,2018,1,1,0,0,1,1,,0,0,2,2,0,205,310,5.1,"[3740.0, 4175.0]",Ireland,Hungary
Ireland,Czech Republic,2018,1,1,0,0,1,1,,0,0,2,2,0,205,316,5.1,"[3740.0, 4175.0]",Ireland,Czech Republic
Ireland,Slovakia,2018,1,1,0,0,1,1,,0,0,2,2,0,205,317,5.1,"[3740.0, 4175.0]",Ireland,Slovakia
Ireland,Italy,2018,1,1,0,0,1,1,,0,0,2,2,0,205,325,5.1,"[3740.0, 4175.0]",Ireland,Italy
Ireland,San Marino,2018,1,0,0,0,1,0,,0,0,1,1,0,205,331,5.1,[3740.0],Ireland,San Marino
Ireland,Malta,2018,1,1,0,0,1,1,,0,0,2,2,0,205,338,5.1,"[3740.0, 4175.0]",Ireland,Malta
Ireland,Albania,2018,1,0,0,0,1,0,,0,0,1,1,0,205,339,5.1,[3740.0],Ireland,Albania
Ireland,Montenegro,2018,1,0,0,0,1,0,,0,0,1,1,0,205,341,5.1,[3740.0],Ireland,Montenegro
Ireland,Macedonia,2018,1,0,0,0,1,0,,0,0,1,1,0,205,343,5.1,[3740.0],Ireland,Macedonia
Ireland,Croatia,2018,1,1,0,0,1,1,,0,0,2,2,0,205,344,5.1,"[3740.0, 4175.0]",Ireland,Croatia
Ireland,Yugoslavia,2018,1,0,0,0,1,0,,0,0,1,1,0,205,345,5.1,[3740.0],Ireland,Yugoslavia
Ireland,Bosnia and Herzegovina,2018,1,0,0,0,1,0,,0,0,1,1,0,205,346,5.1,[3740.0],Ireland,Bosnia and Herzegovina
Ireland,Slovenia,2018,1,1,0,0,1,1,,0,0,2,2,0,205,349,5.1,"[3740.0, 4175.0]",Ireland,Slovenia
Ireland,Greece,2018,1,1,0,0,1,1,,0,0,2,2,0,205,350,5.1,"[3740.0, 4175.0]",Ireland,Greece
Ireland,Cyprus,2018,1,1,0,0,1,1,,0,0,2,2,0,205,352,5.1,"[3740.0, 4175.0]",Ireland,Cyprus
Ireland,Bulgaria,2018,1,1,0,0,1,1,,0,0,2,2,0,205,355,5.1,"[3740.0, 4175.0]",Ireland,Bulgaria
Ireland,Moldova,2018,1,0,0,0,1,0,,0,0,1,1,0,205,359,5.1,[3740.0],Ireland,Moldova
Ireland,Romania,2018,1,1,0,0,1,1,,0,0,2,2,0,205,360,5.1,"[3740.0, 4175.0]",Ireland,Romania
Ireland,Russia,2018,1,0,0,0,1,0,,0,0,1,1,0,205,365,5.1,[3740.0],Ireland,Russia
Ireland,Estonia,2018,1,1,0,0,1,1,,0,0,2,2,0,205,366,5.1,"[3740.0, 4175.0]",Ireland,Estonia
Ireland,Latvia,2018,1,1,0,0,1,1,,0,0,2,2,0,205,367,5.1,"[3740.0, 4175.0]",Ireland,Latvia
Ireland,Lithuania,2018,1,1,0,0,1,1,,0,0,2,2,0,205,368,5.1,"[3740.0, 4175.0]",Ireland,Lithuania
Ireland,Ukraine,2018,1,0,0,0,1,0,,0,0,1,1,0,205,369,5.1,[3740.0],Ireland,Ukraine
Ireland,Belarus,2018,1,0,0,0,1,0,,0,0,1,1,0,205,370,5.1,[3740.0],Ireland,Belarus
Ireland,Armenia,2018,1,0,0,0,1,0,,0,0,1,1,0,205,371,5.1,[3740.0],Ireland,Armenia
Ireland,Georgia,2018,1,0,0,0,1,0,,0,0,1,1,0,205,372,5.1,[3740.0],Ireland,Georgia
Ireland,Azerbaijan,2018,1,0,0,0,1,0,,0,0,1,1,0,205,373,5.1,[3740.0],Ireland,Azerbaijan
Ireland,Finland,2018,1,1,0,0,1,1,,0,0,2,2,0,205,375,5.1,"[3740.0, 4175.0]",Ireland,Finland
Ireland,Sweden,2018,1,1,0,0,1,1,,0,0,2,2,0,205,380,5.1,"[3740.0, 4175.0]",Ireland,Sweden
Ireland,Norway,2018,1,0,0,0,1,0,,0,0,1,1,0,205,385,5.1,[3740.0],Ireland,Norway
Ireland,Denmark,2018,1,1,0,0,1,1,,0,0,2,2,0,205,390,5.1,"[3740.0, 4175.0]",Ireland,Denmark
Ireland,Iceland,2018,1,0,0,0,1,0,,0,0,1,1,0,205,395,5.1,[3740.0],Ireland,Iceland
Ireland,Turkey,2018,1,0,0,0,1,0,,0,0,1,1,0,205,640,5.1,[3740.0],Ireland,Turkey
Ireland,Turkmenistan,2018,1,0,0,0,1,0,,0,0,1,1,0,205,701,5.1,[3740.0],Ireland,Turkmenistan
Ireland,Tajikistan,2018,1,0,0,0,1,0,,0,0,1,1,0,205,702,5.1,[3740.0],Ireland,Tajikistan
Ireland,Kyrgyzstan,2018,1,0,0,0,1,0,,0,0,1,1,0,205,703,5.1,[3740.0],Ireland,Kyrgyzstan
Ireland,Uzbekistan,2018,1,0,0,0,1,0,,0,0,1,1,0,205,704,5.1,[3740.0],Ireland,Uzbekistan
Ireland,Kazakhstan,2018,1,0,0,0,1,0,,0,0,1,1,0,205,705,5.1,[3740.0],Ireland,Kazakhstan
Ireland,Mongolia,2018,1,0,0,0,1,0,,0,0,1,1,0,205,712,5.1,[3740.0],Ireland,Mongolia
Netherlands,United States of America,2018,1,1,0,0,1,1,,0,0,2,2,0,210,2,5.1,"[3180.0, 3740.0]",Netherlands,United States of America
