reporter,partner,year,export,import
UKR,SAS,2013,2384396.703,1056914.268
UKR,SAS,2014,2384500.72,871161.353
UKR,SAS,2015,1784694.814,587122.522
UKR,SAS,2016,2451869.16671,624429.27556
UKR,SAS,2017,2829013.63343,725301.95151
UKR,SAS,2018,2591452.2806,804719.35088
UKR,SAS,2019,2613251.60956,953921.49019
UKR,SAS,2020,2731860.74466,934285.21389
UKR,SAS,2021,3388313.52539,1189187.347
ARE,SAS,1991,10596.988,254431.804
ARE,SAS,1992,20297.185,306578.403
ARE,SAS,1993,293765.034,368171.206
ARE,SAS,1999,596723.442,2406610.128
ARE,SAS,2000,752339.982,2145883.734
ARE,SAS,2001,1126077.592,2303832.036
ARE,SAS,2002,1763921.576,2554797.805
ARE,SAS,2003,1885579.687,3810157.288
ARE,SAS,2004,5061462.876,7666448.194
ARE,SAS,2005,6953956.04,9441644.454
ARE,SAS,2006,6366885.987,9231573.898
ARE,SAS,2007,10919711.277,13237713.053
ARE,SAS,2008,17137163.649,18574718.525
ARE,SAS,2009,15370318.926,18642457.5
ARE,SAS,2010,25538516.144,24787496.17
ARE,SAS,2011,27406167.872,30995693.106
ARE,SAS,2012,28893651.118,29727979.361
ARE,SAS,2013,20023617.9055586,21559250.4094661
ARE,SAS,2014,14760565.910972,18798143.1618714
ARE,SAS,2015,15121817.0022347,19017811.5057847
ARE,SAS,2016,15567962.2062663,20048718.8079379
ARE,SAS,2017,21196523.6809468,21569170.5854436
ARE,SAS,2018,19875427.538378,24653727.1931767
ARE,SAS,2019,22893742.7354404,29322926.2330249
ARE,SAS,2020,18640485.9274017,18562154.1452966
ARE,SAS,2021,31943754.1580456,23319340.1724125
GBR,SAS,1993,2266429.283,2533129.02
GBR,SAS,1994,2676827.974,3010848.476
GBR,SAS,1995,3222736.364,3477086.473
GBR,SAS,1996,3312721.738,3896874.102
GBR,SAS,1997,3542461.016,4163285.843
GBR,SAS,1998,2885113.8,3942398.138
GBR,SAS,1999,2858767.957,3901187.151
GBR,SAS,2000,4499165.05,5212942.111
GBR,SAS,2001,3616374.947,5299843.78
GBR,SAS,2002,3539305.58,5700895.144
GBR,SAS,2003,4709929.215,6753256.964
GBR,SAS,2004,5384880.369,8501475.146
GBR,SAS,2005,6619390.817,9135564.624
GBR,SAS,2006,6310763.354,10387884.543
GBR,SAS,2007,7238849.935,12592672.808
GBR,SAS,2008,9182740.87,13439406.058
GBR,SAS,2009,5859846.8,12152581.345
GBR,SAS,2010,7600498.465,14222684.304
GBR,SAS,2011,10677979.107,16614754.552
GBR,SAS,2012,8680832.085,14486709.83
GBR,SAS,2013,9361246.772,15190911.481
GBR,SAS,2014,7840232.227,16874814.138
GBR,SAS,2015,7412252.853,15672612.697
GBR,SAS,2016,5882997.24,14635971.471
GBR,SAS,2017,6738601.84102369,15284650.9262447
GBR,SAS,2018,8477903.51211664,15987168.9540637
GBR,SAS,2019,7832819.97192564,16390843.7164136
GBR,SAS,2020,5104242.72305025,12962552.5878805
GBR,SAS,2021,7810916.4765423,17524443.8104555
USA,SAS,1991,3259894.447,5457683.14
USA,SAS,1992,3168435.106,6875985.054
USA,SAS,1993,4035900.92,8018244.371
USA,SAS,1994,3460674.431,9238161.926
USA,SAS,1995,4849049.871,10184584.983
USA,SAS,1996,5044222.66,10937838.568
USA,SAS,1997,5307700.8,12888657.591
USA,SAS,1998,4808793.813,14458498.225
USA,SAS,1999,4625134.78,15635537.548
USA,SAS,2000,4623177.596,17597539.049
USA,SAS,2001,4815434.985,16629519.223
USA,SAS,2002,5340459.949,19434685.743
USA,SAS,2003,6287616.445,20975674.946
USA,SAS,2004,8430009.868,24350100.034
USA,SAS,2005,9986795.781,28656977.936
USA,SAS,2006,13104961.14,32893623.513
USA,SAS,2007,20852084.356,34935789.101
USA,SAS,2008,21945515.453,36996464.984
USA,SAS,2009,20314374.731,31145301.838
USA,SAS,2010,24115856.004,40965522.364
USA,SAS,2011,27989343.744,48861744.671
USA,SAS,2012,25959021.511,51451143.805
USA,SAS,2013,25951143.341,53445631.096
USA,SAS,2014,25443404.571,59330028.137
USA,SAS,2015,25146888.673,59998383.294
USA,SAS,2016,26015808.72,60540715.235
USA,SAS,2017,31353544.296,63298486.155
USA,SAS,2018,40180524.067,69640800.067
USA,SAS,2019,40664491.355,73989709.185
USA,SAS,2020,33310939.511,66670861.989
USA,SAS,2021,46896551.433,94691479.661
URY,SAS,1994,3231.028,20344.876
URY,SAS,1995,6359.903,20779.0
URY,SAS,1996,2455.69,22197.961
URY,SAS,1997,7275.534,29286.932
URY,SAS,1998,1627.127,31519.856
URY,SAS,1999,860.94,20442.018
URY,SAS,2000,3677.253,21381.643
URY,SAS,2001,2231.25,27353.277
URY,SAS,2002,6225.554,13571.644
URY,SAS,2003,12373.799,15068.972
URY,SAS,2004,5637.861,26114.097
URY,SAS,2005,8172.698,41768.35
URY,SAS,2006,12894.279,40587.129
URY,SAS,2007,31019.268,58243.258
URY,SAS,2008,36069.686,86260.661
URY,SAS,2009,16791.823,56775.052
URY,SAS,2010,22779.724,80888.408
URY,SAS,2011,26403.465,132933.266
URY,SAS,2012,72029.304,162659.723
URY,SAS,2013,40016.349,174364.726
URY,SAS,2014,20830.214,182622.588
URY,SAS,2015,20332.517,278762.099
URY,SAS,2016,30936.623,172719.331
URY,SAS,2017,35419.18,210193.74579
URY,SAS,2018,16684.303,229415.29706
URY,SAS,2019,38208.451,195806.59514
URY,SAS,2020,69248.707,171097.9068
URY,SAS,2021,112905.977,238674.92055
UZB,SAS,2017,586525.28958,314055.59895
UZB,SAS,2018,543108.73558,331908.54599
UZB,SAS,2019,575556.74764,363257.34777
UZB,SAS,2020,736765.50605,463357.10925
UZB,SAS,2021,667828.64882,537188.49049
VUT,SAS,1993,17.327,387.862
VUT,SAS,1994,3236.628,471.039
VUT,SAS,2000,5012.471,106.709
VUT,SAS,2006,1535.807,1304.43
VUT,SAS,2007,0.11,661.746
VUT,SAS,2009,559.637,2769.249
VUT,SAS,2010,377.129,2976.427
VUT,SAS,2011,83.566,2799.707
VEN,SAS,1994,9105.519,11843.626
VEN,SAS,1995,5836.414,17817.895
VEN,SAS,1996,5203.006,10932.262
VEN,SAS,1997,9968.895,21080.73
VEN,SAS,1998,3582.897,31739.699
VEN,SAS,1999,3868.247,37273.64
VEN,SAS,2000,178966.802,37418.95
VEN,SAS,2001,463254.136,57275.167
VEN,SAS,2002,362294.156,37945.508
VEN,SAS,2003,6109.031,27510.012
VEN,SAS,2004,10413.202,58038.689
VEN,SAS,2005,21870.345,100656.883
VEN,SAS,2006,67567.033,121744.367
VEN,SAS,2008,4099.557,224537.466
VEN,SAS,2009,11470.223,250411.083
VEN,SAS,2010,12703.366,240675.335
VEN,SAS,2011,3650.369,335658.688
VEN,SAS,2012,29.35,389105.916
VEN,SAS,2013,2904.785,293650.554
VEN,SAS,2007,,146187.996
VNM,SAS,2000,84196.0,209296.0
VNM,SAS,2001,71466.088,261582.084
VNM,SAS,2002,90894.021,367741.77
VNM,SAS,2003,67773.346,496006.774
VNM,SAS,2004,161419.933,652224.101
VNM,SAS,2005,185590.697,676876.133
VNM,SAS,2006,247787.391,958656.376
VNM,SAS,2007,326931.634,1447839.574
VNM,SAS,2008,574384.144,2188350.877
VNM,SAS,2009,615971.982,1763896.183
VNM,SAS,2010,1446012.46,1937393.02
VNM,SAS,2011,2251177.835,2573474.656
VNM,SAS,2012,2414377.956,2449977.971
VNM,SAS,2013,3264786.931,3109504.87
VNM,SAS,2014,3697493.106,3391639.497
VNM,SAS,2015,3676153.33,2931834.555
VNM,SAS,2016,3907599.54654,3031586.45876
VNM,SAS,2017,5388615.2178,4230181.3974
VNM,SAS,2018,7904066.04187,4478467.7246
VNM,SAS,2019,7976896.4916,4828104.55081
VNM,SAS,2020,6538644.7151826,4733862.924739
VNM,SAS,2021,8479878.6478059,7293165.9613334
WLD,SAS,1988,9042781.997,5705044.298
WLD,SAS,1989,13641854.073,8460684.91
WLD,SAS,1990,14206111.435,10496817.706
WLD,SAS,1991,17688045.411,18487924.624
WLD,SAS,1992,21758794.242,21460508.317
WLD,SAS,1993,28230865.935,29007253.921
WLD,SAS,1994,35098264.771,36567872.1
WLD,SAS,1995,48091389.816,45157868.699
WLD,SAS,1996,49611959.15,50937301.147
WLD,SAS,1997,50903248.739,54579876.981
WLD,SAS,1998,50471596.184,54752588.814
WLD,SAS,1999,55995413.913,57723525.448
WLD,SAS,2000,83653920.3453286,67486110.9765206
WLD,SAS,2001,78692251.0247997,68395064.7568351
WLD,SAS,2002,87311612.1574593,75904611.1900665
WLD,SAS,2003,110464506.808242,92927035.3662513
WLD,SAS,2004,146528147.498963,118853060.934422
WLD,SAS,2005,186279590.943685,138403946.48754
WLD,SAS,2006,231607107.871771,166550967.994291
WLD,SAS,2007,300992724.260167,204187146.575257
WLD,SAS,2008,370815085.067734,254718163.82937
WLD,SAS,2009,328824575.753186,211952511.862026
WLD,SAS,2010,419612592.634087,280082762.987528
WLD,SAS,2011,508545228.505384,349056478.77767
WLD,SAS,2012,515701057.02636,335871571.143446
WLD,SAS,2013,494136786.144266,346052880.565676
WLD,SAS,2014,511955984.299814,350478918.326418
WLD,SAS,2015,478790401.941941,329099271.150066
WLD,SAS,2016,469402309.657067,319839992.351156
WLD,SAS,2017,560583242.580018,358930875.912485
WLD,SAS,2018,611280412.503055,389932840.869674
WLD,SAS,2019,569328902.100757,396076869.107001
WLD,SAS,2020,466079711.988647,342287518.097073
WLD,SAS,2021,699138012.143381,472383171.141191
YEM,SAS,2004,555526.206,229252.606
YEM,SAS,2005,912797.726,212455.24
YEM,SAS,2006,1602113.762,245057.386
YEM,SAS,2007,1021006.866,468276.952
YEM,SAS,2008,613475.547,556107.35
YEM,SAS,2009,1264983.094,430762.802
YEM,SAS,2010,2177640.122,401520.676
YEM,SAS,2011,955071.699,664002.729
YEM,SAS,2012,810677.795,747618.392
YEM,SAS,2013,553435.883,765768.551
YEM,SAS,2014,10956.002,943537.991
YEM,SAS,2015,4002.439,446710.385
YEM,SAS,2018,2435.722427412,71504.9963105167
YEM,SAS,2019,11.34864,186135.196236366
ZMB,SAS,1995,132207.492,19422.288
ZMB,SAS,1996,99127.155,26298.12
ZMB,SAS,1997,66462.63,27003.193
ZMB,SAS,1998,50674.422,25461.947
ZMB,SAS,1999,12118.789,20730.966
ZMB,SAS,2000,8718.18,17851.794
ZMB,SAS,2001,32885.588,20220.262
ZMB,SAS,2002,29708.766,46318.846
ZMB,SAS,2003,34448.312,39146.646
ZMB,SAS,2004,15193.137,47781.716
ZMB,SAS,2005,57494.582,83771.696
ZMB,SAS,2006,182940.223,87962.75
ZMB,SAS,2007,100870.211,167237.614
ZMB,SAS,2008,63261.062,193614.171
ZMB,SAS,2009,59450.459,133819.735
ZMB,SAS,2010,22091.423,149338.896
ZMB,SAS,2011,38368.438,253646.081
ZMB,SAS,2012,69509.88835,311900.23567
ZMB,SAS,2013,129385.063115732,394424.297052518
ZMB,SAS,2014,36089.2775376241,413400.657555255
ZMB,SAS,2015,28149.9073597896,377273.438223861
ZMB,SAS,2016,69243.3841918679,323610.176019242
ZMB,SAS,2017,178453.981779053,262582.81720949
ZMB,SAS,2018,187655.88435207,454813.632347448
ZMB,SAS,2019,55668.9567162815,358148.008023514
ZMB,SAS,2020,40356.8430272197,306678.084211264
ZMB,SAS,2021,110059.666049182,413799.014764291
ZWE,SAS,1995,19677.477,27741.299
ZWE,SAS,2000,1578.13909,23411.90971
ZWE,SAS,2001,418.66172,14627.54939
ZWE,SAS,2002,5540.09115,22274.8388
ZWE,SAS,2003,5507.09883,18927.20264
ZWE,SAS,2004,7483.24513,29524.01534
ZWE,SAS,2005,3718.36957127258,31829.3258
ZWE,SAS,2006,9208.93424202179,29331.2090463037
ZWE,SAS,2007,8940.4426,49232.3552
ZWE,SAS,2008,2052.49618,27514.4494132082
ZWE,SAS,2009,6910.54205180223,28647.60134
ZWE,SAS,2010,41304.3468212597,69205.78115
ZWE,SAS,2011,12088.26403,181433.51389
ZWE,SAS,2012,2407.37955,177597.77667
ZWE,SAS,2013,340.37925,198357.00375
ZWE,SAS,2014,926.42965,158949.41998
ZWE,SAS,2015,198.08633,261504.26783
ZWE,SAS,2016,140.08437,186888.95736
ZWE,SAS,2017,116.56167,114524.33736
ZWE,SAS,2018,81.3778,173426.20577
ZWE,SAS,2019,176.64631,152277.81431
ZWE,SAS,2020,62.930189240963,195429.175193794
ZWE,SAS,2021,4639.47228,200910.18627
AFG,SSF,2008,1723.86,16588.177
AFG,SSF,2009,2901.311,4855.843
AFG,SSF,2015,58.93,77686.266
AFG,SSF,2016,70.677,47981.85
AFG,SSF,2017,92.33889,80932.26734
AFG,SSF,2018,127.57812,87669.41878
AFG,SSF,2019,245.24246,63429.76569
AFG,SSF,2010,,21806.62
AFG,SSF,2011,,60576.124
ALB,SSF,1996,19.948,78.075
ALB,SSF,2000,81.48,66.102
ALB,SSF,2003,84.693,8579.31
ALB,SSF,2004,106.505,2812.451
ALB,SSF,2005,666.953,2062.76
ALB,SSF,2006,185.766,1725.813
ALB,SSF,2007,246.164,1961.241
ALB,SSF,2008,85.023,3686.762
ALB,SSF,2009,384.078,2630.795
ALB,SSF,2010,549.466,2722.995
ALB,SSF,2011,4967.53,6082.258
ALB,SSF,2012,512.519,2823.766
ALB,SSF,2013,902.27,4295.403
ALB,SSF,2014,1216.761,4494.052
ALB,SSF,2015,667.887,4116.209
ALB,SSF,2016,2066.587,4657.646
ALB,SSF,2017,2318.095078117,6482.22318322426
ALB,SSF,2018,1651.22623205232,6832.91114637696
ALB,SSF,2019,2055.91380191288,4388.79554776614
ALB,SSF,2020,2227.6545984052,5445.33208456136
ALB,SSF,2021,6991.776412,5686.364833
ALB,SSF,1997,,14.131
ALB,SSF,1998,,92.877
ALB,SSF,1999,,491.882
ALB,SSF,2001,,46.812
ALB,SSF,2002,,3915.959
DZA,SSF,1992,28171.049,17841.125
DZA,SSF,1993,43021.742,39113.034
DZA,SSF,1994,32908.212,32419.704
DZA,SSF,1995,36639.855,47558.404
DZA,SSF,1996,34281.223,77075.836
DZA,SSF,1997,68752.736,120320.28
DZA,SSF,1998,33672.422,169742.325
DZA,SSF,1999,51257.975,137703.583
DZA,SSF,2000,53487.296,120334.351
DZA,SSF,2001,38301.183,89729.101
DZA,SSF,2002,60535.567,92491.836
DZA,SSF,2003,15023.924,132200.358
DZA,SSF,2004,32332.991,163702.38
DZA,SSF,2005,49509.727,171187.711
DZA,SSF,2006,16424.731,162238.13
DZA,SSF,2007,726530.901,236570.788
DZA,SSF,2008,368229.525,411056.162
DZA,SSF,2009,94850.979,350732.98
DZA,SSF,2010,130551.82,397649.721
DZA,SSF,2011,162942.256,579283.744
DZA,SSF,2012,115775.248,740714.533
DZA,SSF,2013,95960.449,595929.572
DZA,SSF,2014,390181.976,445080.795
DZA,SSF,2015,139091.938,369148.05
DZA,SSF,2016,109803.825,245517.282
DZA,SSF,2017,152754.48192,185886.42545
AND,SSF,1995,3.206,362.289
AND,SSF,1996,11.604,421.013
AND,SSF,1997,5.19,1193.224
AND,SSF,1998,3.266,2365.512
AND,SSF,1999,72.498,2243.766
AND,SSF,2000,3.287,1060.174
AND,SSF,2001,37.676,409.669
AND,SSF,2002,35.095,347.565
AND,SSF,2003,65.669,688.552
AND,SSF,2004,114.067,193.758
AND,SSF,2006,56.4506380662,270.577333359407
AND,SSF,2007,75.69514586432,400.973215104593
AND,SSF,2008,122.867331556404,553.589368410413
AND,SSF,2009,103.592431971014,658.685753688885
AND,SSF,2010,148.963802834214,356.416588802382
AND,SSF,2011,274.176257240617,198.033697538469
AND,SSF,2012,285.307383307062,202.981618637026
AND,SSF,2013,487.77419722558,334.041417769342
AND,SSF,2014,214.860390568404,333.844576280082
AND,SSF,2015,733.966360434828,291.534858617043
AND,SSF,2016,982.190188498678,685.787110712581
AND,SSF,2017,91.971600214399,2078.04421491677
AND,SSF,2018,193.27330680385,1060.13000093891
AND,SSF,2019,24.4033064873772,804.193394209286
AND,SSF,2020,409.633148290756,1320.3571276385
AND,SSF,2021,89.2712655547076,858.681024882254
AGO,SSF,2007,1840452.019,833915.729
AGO,SSF,2009,1558777.755,2973242.561
AGO,SSF,2010,1737182.026,1438424.773
AGO,SSF,2011,1786759.585,1568139.223
AGO,SSF,2012,3038829.853,2202079.198
AGO,SSF,2013,1789908.766,1554274.455
AGO,SSF,2014,1992848.554,1764993.917
AGO,SSF,2015,1655859.81329,1577081.46451
AGO,SSF,2016,1611549.18881,1071336.55998
AGO,SSF,2017,1700906.05578,1509320.25206
AGO,SSF,2018,1496776.74349704,1794329.63104156
AGO,SSF,2019,676698.215726,1031842.881171
AGO,SSF,2020,533468.764643,609290.560557
AGO,SSF,2021,1359505.185126,1159439.841871
AIA,SSF,2007,0.1,626.151
AIA,SSF,2000,,1.512
AIA,SSF,2001,,9.265
AIA,SSF,2002,,30.596
AIA,SSF,2003,,20.113
AIA,SSF,2004,,211.413
AIA,SSF,2006,,16.29
AIA,SSF,2008,,1584.645
ATG,SSF,1999,1.36,102.191
ATG,SSF,2005,10118.85,885.144
ATG,SSF,2007,131.828,1358.285
ATG,SSF,2009,49.009,463.855
ATG,SSF,2010,8.629,515.37
ATG,SSF,2011,4.624,312.519
ATG,SSF,2012,42.801,769.638
ATG,SSF,2013,18.248,990.63
ATG,SSF,2014,39.292,2365.841
ATG,SSF,2015,32.029,1393.712
ATG,SSF,2016,164.475,1169.225
ATG,SSF,2018,45.4087545912,1629.9151034166
ATG,SSF,2019,14.701790065032,1144.1374952347
ATG,SSF,2000,,2075.826
ATG,SSF,2006,,549.293
ATG,SSF,2017,,1433.7946884261
ARG,SSF,1993,170705.785,121966.384
ARG,SSF,1994,254035.953,142190.461
ARG,SSF,1995,494410.661,199905.307
ARG,SSF,1996,423793.943,215426.66
ARG,SSF,1997,505598.908,237331.61
ARG,SSF,1998,436572.134,152154.77
ARG,SSF,1999,471955.87,168876.567
ARG,SSF,2000,427266.038,366532.686
ARG,SSF,2001,531246.957,243299.398
ARG,SSF,2002,535546.734,64632.756
ARG,SSF,2003,263555.734,44765.497
ARG,SSF,2004,511947.466,50528.093
ARG,SSF,2005,1059400.767,132638.208
ARG,SSF,2006,1621291.232,125748.567
ARG,SSF,2007,1980026.381,138443.145
ARG,SSF,2008,2055532.147,236001.253
ARG,SSF,2009,1399378.4,110464.399
ARG,SSF,2010,1502252.548,152526.741
ARG,SSF,2011,2089740.028,426851.956
ARG,SSF,2012,2206261.909,312192.143
ARG,SSF,2013,1366842.986,526072.272
ARG,SSF,2014,1172207.71403,845690.93798
ARG,SSF,2015,1245927.84588,1150197.78192
ARG,SSF,2016,1280646.65318,631548.10264
ARG,SSF,2017,1231389.14117,858905.76306
ARG,SSF,2018,1333877.82875,542516.47386
ARG,SSF,2019,1546382.03324,187301.79531
ARG,SSF,2020,1235530.49737,142325.04763
ARG,SSF,2021,1828142.62101,313525.58816
ARM,SSF,2000,1.935,192.506
ARM,SSF,2001,8.0,298.328
ARM,SSF,2002,868.258,1295.476
ARM,SSF,2003,568.035,1618.973
ARM,SSF,2004,496.857,1328.358
ARM,SSF,2005,1050.234,682.904
ARM,SSF,2006,241.865,7799.574
ARM,SSF,2007,635.088,12721.095
ARM,SSF,2008,360.618,15787.318
ARM,SSF,2009,635.3,9651.503
ARM,SSF,2010,849.251,15886.287
ARM,SSF,2011,1092.812,19063.05
ARM,SSF,2012,696.353,14758.328
ARM,SSF,2013,949.006,67797.09
ARM,SSF,2014,2328.205,26255.148
ARM,SSF,2015,449.077,25642.916
ARM,SSF,2016,497.376,31470.108
ARM,SSF,2017,427.63953,30680.15428
ARM,SSF,2018,1112.83188,46663.08875
ARM,SSF,2019,150.34876,45378.88426
ARM,SSF,2020,396.13249,31661.04786
ARM,SSF,2021,387.74421,29835.61253
ARM,SSF,1997,,1155.469
ARM,SSF,1999,,1562.018
ABW,SSF,2000,113.525,11512.71
ABW,SSF,2001,269.832,4717.648
ABW,SSF,2002,53.788,4704.737
ABW,SSF,2003,59.0,780.396
ABW,SSF,2004,89.693,238.463
ABW,SSF,2007,167.968,155.199
ABW,SSF,2008,2.468,1820.591
ABW,SSF,2009,45.414,4603.784
ABW,SSF,2010,3.608,6554.509
ABW,SSF,2011,0.227,8091.794
ABW,SSF,2012,62.43,3939.336
ABW,SSF,2005,,275.297
ABW,SSF,2006,,590.684
AUS,SSF,1988,159581.472,116331.325
AUS,SSF,1989,123342.3,127807.686
AUS,SSF,1990,156244.302,127947.162
AUS,SSF,1991,190449.619,110673.581
AUS,SSF,1992,255183.403,134809.67
AUS,SSF,1993,283262.43,195378.196
AUS,SSF,1994,375623.918,250925.159
AUS,SSF,1995,500344.602,331873.665
AUS,SSF,1996,545648.83,463031.726
AUS,SSF,1997,603710.497,486907.979
AUS,SSF,1998,549514.953,412857.089
AUS,SSF,1999,528945.587,549266.847
AUS,SSF,2000,1110319.557,613454.931
AUS,SSF,2001,1133795.291,548072.259
AUS,SSF,2002,1185597.988,693127.812
AUS,SSF,2003,1349608.91,905889.365
AUS,SSF,2004,1910641.152,1091456.834
AUS,SSF,2005,2242321.423,1473537.579
AUS,SSF,2006,2631972.49,1389767.632
AUS,SSF,2007,3029611.211,1402154.028
AUS,SSF,2008,3257610.199,1547212.945
AUS,SSF,2009,2154812.984,1081992.505
AUS,SSF,2010,2784794.271,2619900.024
AUS,SSF,2011,3122287.907,4789259.341
AUS,SSF,2012,2752023.996,5861673.356
AUS,SSF,2013,1682593.238,4704471.008
AUS,SSF,2014,2116258.749,4510778.642
AUS,SSF,2015,1900310.588,1651965.303
AUS,SSF,2016,1540945.146,1634924.55
AUS,SSF,2017,2157125.11895753,2245245.67581656
AUS,SSF,2018,2321241.00461726,2373124.01374208
AUS,SSF,2019,1848542.26774074,1482422.18144481
AUS,SSF,2020,1475022.55737445,2077996.01967497
AUS,SSF,2021,1712539.99530823,2886552.35527468
AUT,SSF,1994,303969.404,409578.887
AUT,SSF,1995,327078.556,507411.79
AUT,SSF,1996,295394.336,543294.08
AUT,SSF,1997,294805.28,480374.561
AUT,SSF,1998,311299.799,360999.5
AUT,SSF,1999,319090.891,331354.992
AUT,SSF,2000,452655.367,539520.432
AUT,SSF,2001,514148.606,640885.469
AUT,SSF,2002,505345.305,656092.377
AUT,SSF,2003,634052.068,685260.737
AUT,SSF,2004,810048.624,716589.911
AUT,SSF,2005,875314.086,1009251.636
AUT,SSF,2006,1118653.873,1194792.183
AUT,SSF,2007,1377543.84,791703.349
AUT,SSF,2008,1323764.028,1003002.308
AUT,SSF,2009,1066126.615,771338.355
AUT,SSF,2010,1037098.483,1295616.542
AUT,SSF,2011,1248486.062,2036586.055
AUT,SSF,2012,1169656.85045397,1505728.65371147
AUT,SSF,2013,1177563.31658803,1605751.98253285
AUT,SSF,2014,1225339.31858222,884062.685260758
AUT,SSF,2015,1032317.99738798,546750.265270621
AUT,SSF,2016,939307.480907795,451425.82798724
AUT,SSF,2017,961272.618409746,558295.57491593
AUT,SSF,2018,1228396.16376117,886826.265466351
AUT,SSF,2019,1272190.65592037,947153.335647471
AUT,SSF,2020,1085634.29706639,897443.174191132
AUT,SSF,2021,1347947.594789,1134736.239798
AZE,SSF,1998,33.196,31.946
AZE,SSF,1999,963.725,63.515
AZE,SSF,2000,6486.532,24239.565
AZE,SSF,2001,793.239,3740.144
AZE,SSF,2002,4864.294,4865.39
AZE,SSF,2003,1196.488,1379.333
AZE,SSF,2004,11189.568,25096.467
AZE,SSF,2005,1784.628,51941.379
AZE,SSF,2006,199.746,46084.086
AZE,SSF,2007,1257.117,14769.542
AZE,SSF,2008,109492.506,27567.941
AZE,SSF,2009,87.586,29475.801
AZE,SSF,2010,16424.006,19105.437
AZE,SSF,2011,39569.424,632255.849
AZE,SSF,2012,220.907,13258.492
AZE,SSF,2013,146.931,79455.434
AZE,SSF,2014,438.447,2165.489
AZE,SSF,2015,1003.53734,4547.9684
AZE,SSF,2016,8656.78437,8755.11458
AZE,SSF,2017,756.76178,10507.19274
AZE,SSF,2018,383.11891,166630.70503
AZE,SSF,2019,3463.97895,10537.19465
AZE,SSF,2020,3671.78397,13227.57517
AZE,SSF,2021,20060.77305,10564.73789
AZE,SSF,1996,,64.3
BHS,SSF,1997,3.5,189.699
BHS,SSF,1998,7.129,1294.611
BHS,SSF,1999,306.01,3172.263
BHS,SSF,2000,466.329,2058.705
BHS,SSF,2001,124.92,406.386
BHS,SSF,2002,93.044,287.619
BHS,SSF,2003,0.032,592.467
BHS,SSF,2004,25.603,290.664
BHS,SSF,2005,3106.2,370.638
BHS,SSF,2006,11.31,582.794
BHS,SSF,2007,10397.83,440.431
BHS,SSF,2008,21395.089,527.561
BHS,SSF,2009,18117.548,667.014
BHS,SSF,2010,23189.885,704.428
BHS,SSF,2011,15.61,798.61
BHS,SSF,2012,13013.051,1391.89
BHS,SSF,2013,2943.502,2322.415
BHS,SSF,2014,14928.209,3589.505
BHS,SSF,2015,2805.8,7018.777
BHS,SSF,2016,132.069,766.675
BHS,SSF,2017,3712.00722,598.2113
BHS,SSF,2018,103.43979,3721.27999
BHS,SSF,2019,287.998984,865.227887
BHS,SSF,2020,,706.726
BHR,SSF,2000,15879.373,11545.7
BHR,SSF,2001,5531.241,13016.676
BHR,SSF,2002,7250.809,25728.318
BHR,SSF,2003,15884.787,26157.855
BHR,SSF,2004,7314.221,23616.703
BHR,SSF,2005,7069.348,23590.078
BHR,SSF,2006,11087.285,14739.792
BHR,SSF,2007,13297.805,21740.453
BHR,SSF,2008,30838.14,67909.879
BHR,SSF,2009,15756.852,26762.167
BHR,SSF,2010,44329.425,56905.619
BHR,SSF,2011,95067.735,110187.649
BHR,SSF,2012,27053.276,79419.859
BHR,SSF,2013,59007.277,133152.317
BHR,SSF,2014,1376216.368,202734.4
BHR,SSF,2015,60058.8760424081,120009.693436568
BHR,SSF,2016,33668.6672397355,72783.8970047625
BHR,SSF,2017,73137.1273155899,100566.00392117
BHR,SSF,2018,96362.0210370646,75791.6415794027
BHR,SSF,2019,119402.77098,78563.1292
BHR,SSF,2020,99893.26925,106485.81872
BHR,SSF,2021,165990.92487,131926.648479
BGD,SSF,1989,73674.452,16168.527
BGD,SSF,1990,37868.016,39641.526
BGD,SSF,1991,38415.759,16892.875
BGD,SSF,1992,31221.187,18354.305
BGD,SSF,1993,65034.67,8931.755
BGD,SSF,1995,68304.084,535.596
BGD,SSF,1996,42365.679,8776.491
BGD,SSF,1997,56605.735,67580.858
BGD,SSF,1998,47775.992,69393.428
BGD,SSF,2000,32261.288,73915.628
BGD,SSF,2001,29871.025,95842.239
BGD,SSF,2002,41354.894,1166163.362
BGD,SSF,2003,50607.779,155500.464
BGD,SSF,2004,82223.757,196066.052
BGD,SSF,2005,89426.132,150186.574
BGD,SSF,2006,71934.648,151295.437
BGD,SSF,2007,95205.885,216913.889
BGD,SSF,2008,162879.699,212837.6
BGD,SSF,2009,175745.915,169350.85
BGD,SSF,2010,148944.53,296144.813
BGD,SSF,2011,200853.623,300118.279
BGD,SSF,2012,162504.711,290364.648
BGD,SSF,2013,150520.994,338733.07
BGD,SSF,2015,194313.814,565091.2
BRB,SSF,1997,124.304,1257.069
BRB,SSF,1998,76.219,2543.152
BRB,SSF,1999,79.801,1175.741
BRB,SSF,2000,184.922,1300.874
BRB,SSF,2001,489.991,1092.876
BRB,SSF,2002,996.526,1911.178
BRB,SSF,2003,513.955,1415.302
BRB,SSF,2004,287.451,1982.135
BRB,SSF,2005,252.845,2473.562
BRB,SSF,2006,387.893,2644.566
BRB,SSF,2007,448.271,2437.261
BRB,SSF,2008,288.639,3684.188
BRB,SSF,2009,397.933,2943.584
BRB,SSF,2010,525.007,2604.81
